,ID,year,month,location,no2,o3,co,so2,pm10,pm2.5,address,Y,pop_men<10s,pop_men10s,pop_men20s,pop_men30s,pop_men40s,pop_men50s,pop_men60s,pop_men>70s,pop_women<10s,pop_women10s,pop_women20s,pop_women30s,pop_women40s,pop_women50s,pop_women60s,pop_women>70s,x,y,height,road,tree,building,river,car_sedan,car_van,car_twowheels,car_special,car_truck,gu,tax,rain_count,total_rain
60,61,2019,2,성동구,0.039785714,0.018,0.642857143,0.003892857,66.32142857,40.10714286,서울 성동구 뚝섬로3길 18 성수1가1동주민센터,3,689.15 ,296.35 ,850.48 ,420.85 ,775.88 ,666.64 ,582.71 ,815.20 ,622.13 ,276.39 ,944.84 ,876.93 ,697.86 ,662.20 ,711.26 ,1377.85 ,37.54203238,127.0496885,11,0,0,1,0,89881,4015,20463,177,11150,성동구,582273,8,51.5
61,62,2019,2,성북구,0.03925,0.017321429,0.914285714,0.004035714,54.71428571,29.75,서울 성북구 삼양로2길 70 길음2동 주민센터,2,886.63 ,497.07 ,786.15 ,571.11 ,801.70 ,733.00 ,673.36 ,1090.16 ,786.72 ,431.02 ,986.37 ,722.32 ,837.77 ,805.45 ,827.34 ,1861.55 ,37.60681328,127.0272803,34,1,0,1,0,100145,5286,26204,156,11044,성북구,460128,8,55
62,63,2019,2,세곡,0.0415,0.016428571,1.389285714,0.006714286,56,33.03571429,서울 강남구 밤고개로 337 (세곡사거리),2,907.97 ,587.05 ,844.68 ,861.86 ,1291.40 ,1036.91 ,771.54 ,1207.78 ,874.14 ,550.46 ,989.96 ,1226.30 ,1227.74 ,941.44 ,958.30 ,1763.95 ,37.46408289,127.1090843,23,1,0,0,0,211680,6327,16749,399,16434,강남구,3457856,9,89
63,64,2019,2,송파구,0.041357143,0.013857143,0.678571429,0.004107143,56.35714286,31.5,서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동),2,1090.83 ,568.03 ,768.08 ,730.09 ,1111.26 ,947.46 ,860.61 ,1140.84 ,1097.48 ,574.87 ,848.36 ,1143.91 ,1097.57 ,1041.11 ,1094.75 ,1751.38 ,37.50272901,127.0925211,14,1,0,1,0,204834,7301,19598,404,26881,송파구,1573934,7,57
64,65,2019,2,시흥대로,0.047214286,0.013678571,0.785714286,0.00525,52.35714286,31.57142857,서울 금천구 독산동 996-9 한양수자인아파트 앞,2,592.23 ,287.56 ,563.03 ,387.40 ,775.63 ,727.40 ,691.21 ,914.21 ,613.82 ,306.16 ,572.47 ,753.09 ,681.25 ,776.06 ,823.39 ,1364.21 ,37.47496364,126.8986765,26,1,0,1,0,69338,4471,11475,160,13516,금천구,469419,6,50.5
65,66,2019,2,신촌로,0.052642857,0.011,0.867857143,0.004678571,50.89285714,33.53571429,서울 마포구 노고산동 57-62 (신촌역 7번 출구),2,839.51 ,475.48 ,1104.53 ,719.52 ,1151.16 ,849.88 ,669.02 ,1042.76 ,846.88 ,476.54 ,1418.09 ,1276.40 ,1154.82 ,887.62 ,835.32 ,1793.58 ,37.55517177,126.9361424,18,1,0,1,0,101168,4389,17005,241,12198,마포구,793808,10,51
66,67,2019,2,양천구,0.041357143,0.017,0.7,0.004428571,63.64285714,36.92857143,서울 양천구 중앙로52길 56 신정4동 문화센터,3,943.45 ,617.96 ,642.63 ,704.46 ,902.33 ,839.82 ,705.40 ,928.97 ,877.71 ,574.39 ,679.44 ,763.65 ,931.56 ,912.71 ,841.56 ,1540.47 ,37.52597518,126.8566021,13,0,0,1,0,129121,5227,18560,553,15666,양천구,534297,7,49.5
67,68,2019,2,영등포구,0.04375,0.015678571,0.732142857,0.004857143,59.75,40.17857143,서울 영등포구 당산로 123 영등포구청 (당산동3가),3,721.51 ,325.29 ,753.64 ,445.19 ,968.31 ,820.04 ,722.88 ,1082.74 ,720.66 ,305.38 ,877.45 ,1085.05 ,832.76 ,795.44 ,838.81 ,1611.43 ,37.52596316,126.8963671,8,1,1,1,0,116949,5419,16333,1166,19659,영등포구,1377273,6,46.5
68,69,2019,2,영등포로,0.050642857,0.01175,0.839285714,0.005107143,54.42857143,30.17857143,서울 영등포구 영중로 37 (영등포시장사거리),2,721.51 ,325.29 ,753.64 ,445.19 ,968.31 ,820.04 ,722.88 ,1082.74 ,720.66 ,305.38 ,877.45 ,1085.05 ,832.76 ,795.44 ,838.81 ,1611.43 ,37.51948008,126.9047117,9,1,0,1,0,116949,5419,16333,1166,19659,영등포구,1377273,6,46.5
69,70,2019,2,은평구,0.02725,0.022571429,0.832142857,0.005642857,56.60714286,31,서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 ),2,1078.68 ,604.30 ,800.74 ,765.56 ,1070.35 ,971.26 ,866.54 ,1450.52 ,979.90 ,541.96 ,917.45 ,999.38 ,1120.43 ,1081.86 ,1128.45 ,2452.43 ,37.60987179,126.9343249,33,1,1,0,0,111249,5389,20843,264,13442,은평구,394933,7,45
70,71,2019,2,정릉로,0.045428571,0.011642857,0.635714286,0.004535714,60.75,39.39285714,서울 성북구 돈암동 8-164번지,3,886.63 ,497.07 ,786.15 ,571.11 ,801.70 ,733.00 ,673.36 ,1090.16 ,786.72 ,431.02 ,986.37 ,722.32 ,837.77 ,805.45 ,827.34 ,1861.55 ,37.60352172,127.0259508,34,1,0,1,0,100145,5286,26204,156,11044,성북구,460128,8,55
71,72,2019,2,종로,0.037035714,0.01775,0.675,0.003857143,57.10714286,33,서울 종로구 종로 169 (종묘주차장 앞),2,282.12 ,158.50 ,544.27 ,256.74 ,484.00 ,471.22 ,410.67 ,647.53 ,273.91 ,161.32 ,543.19 ,437.16 ,419.13 ,452.42 ,436.88 ,974.85 ,37.57091931,126.9965554,21,1,1,1,0,41171,3909,13097,184,5413,종로구,989810,4,28.5
72,73,2019,2,종로구,0.036964286,0.018214286,0.771428571,0.004178571,51.10714286,30.71428571,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",2,282.12 ,158.50 ,544.27 ,256.74 ,484.00 ,471.22 ,410.67 ,647.53 ,273.91 ,161.32 ,543.19 ,437.16 ,419.13 ,452.42 ,436.88 ,974.85 ,37.57206117,127.0050313,20,0,0,1,0,41171,3909,13097,184,5413,종로구,989810,4,28.5
73,74,2019,2,중구,0.037142857,0.02075,0.646428571,0.003964286,52.75,31.57142857,서울 중구 덕수궁길 15 시청서소문별관 3동,2,266.25 ,118.63 ,448.49 ,196.76 ,535.47 ,454.85 ,387.37 ,546.78 ,275.53 ,118.88 ,490.83 ,572.49 ,464.53 ,415.96 ,445.61 ,867.77 ,37.56455419,126.9756136,31,1,0,1,0,41109,3361,14617,221,7234,중구,1707929,4,26.5
74,75,2019,2,천호대로,0.046607143,0.014071429,0.742857143,0.004214286,63.32142857,34.42857143,서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞),2,1028.44 ,541.64 ,749.81 ,737.48 ,996.76 ,926.75 ,891.87 ,1251.22 ,920.76 ,474.31 ,792.60 ,936.33 ,1008.89 ,1036.04 ,1133.26 ,1864.61 ,37.53415608,127.1393358,20,1,0,1,0,115088,4810,16276,292,15535,강동구,703426,,
75,76,2019,2,청계천로,0.041035714,0.015642857,0.760714286,0.004714286,52.85714286,36.64285714,서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞),3,266.25 ,118.63 ,448.49 ,196.76 ,535.47 ,454.85 ,387.37 ,546.78 ,275.53 ,118.88 ,490.83 ,572.49 ,464.53 ,415.96 ,445.61 ,867.77 ,37.56863811,126.9981855,19,1,0,1,0,41109,3361,14617,221,7234,중구,1707929,4,26.5
76,77,2019,2,한강대로,0.043357143,0.013678571,0.642857143,0.004642857,63.17857143,37.82142857,서울 용산구 한강대로 405 (서울역 앞),3,447.55 ,222.00 ,578.36 ,327.42 ,693.39 ,545.85 ,452.72 ,713.53 ,464.73 ,227.53 ,619.75 ,759.96 ,635.59 ,507.42 ,535.16 ,1221.27 ,37.5548376,126.9717326,26,1,0,1,0,67532,2576,15990,135,7093,용산구,764486,9,50.5
77,78,2019,2,행주,0.027678571,0.020321429,1.039285714,0.005107143,55.53571429,34.14285714,김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소),2,1442.00 ,1384.00 ,1464.00 ,1905.00 ,2407.00 ,2138.00 ,1713.00 ,1089.00 ,1312.00 ,1253.00 ,1391.00 ,1983.00 ,2250.00 ,2144.00 ,1711.00 ,1377.00 ,37.60908701,126.7863203,19,0,1,0,1,0,0,0,0,0,고촌읍,,,
78,79,2019,2,홍릉로,0.037964286,0.015071429,0.621428571,0.00525,62.25,40.64285714,서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞),3,818.39 ,411.47 ,989.81 ,554.85 ,921.62 ,823.36 ,762.62 ,1260.89 ,734.91 ,371.09 ,1133.48 ,846.80 ,827.21 ,853.61 ,921.94 ,2072.86 ,37.58045291,127.0443683,14,0,0,1,0,81221,3883,23629,164,13126,동대문구,436483,8,53.5
79,80,2019,2,화랑로,0.039642857,0.013714286,0.585714286,0.004642857,53.67857143,35,서울 노원구 화랑로 429 태능입구역 8번 출구,2,1038.19 ,686.84 ,1022.79 ,966.45 ,998.19 ,1052.68 ,925.92 ,1309.86 ,1002.55 ,652.21 ,1065.17 ,878.41 ,1098.64 ,1190.35 ,1147.03 ,2362.64 ,37.6177942,127.0751588,19,1,0,1,0,134030,5808,14863,341,13534,노원구,346657,6,58
80,81,2019,3,강남구,0.029516129,0.023,0.496774194,0.006,63.61290323,46.32258065,서울 강남구 학동로 426 강남구청 별관 1동,3,994.00 ,645.44 ,789.44 ,1225.20 ,1370.24 ,1075.62 ,788.44 ,1223.40 ,942.05 ,598.39 ,989.61 ,1286.64 ,1302.63 ,976.89 ,986.64 ,1788.42 ,37.51796816,127.0470598,29,1,0,1,0,211513,6281,16772,404,16428,강남구,3457856,15,100.5
81,82,2019,3,강남대로,0.050709677,0.023354839,0.722580645,0.004193548,78.64516129,48.41935484,서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동),3,960.26 ,543.46 ,767.89 ,1032.83 ,1208.68 ,986.13 ,770.36 ,1233.34 ,1036.34 ,592.85 ,884.42 ,1115.51 ,1204.66 ,937.36 ,945.27 ,1836.79 ,37.48182784,127.0359572,28,1,1,1,0,159626,5135,12879,344,17066,서초구,2010972,10,76
82,83,2019,3,강동구,0.036709677,0.025580645,0.570967742,0.004322581,66.80645161,43.70967742,서울 강동구 구천면로 42길 59 천호1동 주민센터,3,1101.43 ,580.75 ,702.53 ,896.51 ,1030.54 ,944.70 ,905.32 ,1265.79 ,960.83 ,496.72 ,780.62 ,958.35 ,1044.47 ,1057.59 ,1152.39 ,1877.60 ,37.54500381,127.1368198,27,0,0,1,0,114802,4778,16283,293,15462,강동구,703426,6,41.5
83,84,2019,3,강변북로,0.053064516,0.015258065,0.506451613,0.003580645,76.12903226,48.03225806,서울 성동구 강변북로 257 한강사업본부 옆,3,696.44 ,300.17 ,970.47 ,874.25 ,799.28 ,679.98 ,588.23 ,820.84 ,643.90 ,287.08 ,1125.56 ,915.27 ,718.17 ,673.11 ,722.77 ,1389.13 ,37.53896166,127.0416039,16,1,1,1,1,89425,4391,20470,177,11140,성동구,582273,11,59.5
84,85,2019,3,강북구,0.024193548,0.034387097,0.55483871,0.003129032,72.58064516,41.93548387,서울 강북구 삼양로 139길 49 우이동 주민센터,3,784.20 ,432.41 ,746.42 ,755.42 ,875.90 ,858.72 ,783.22 ,1463.34 ,722.58 ,396.76 ,999.21 ,766.00 ,867.04 ,989.76 ,1025.03 ,2421.17 ,37.64793425,127.0118697,43,0,1,1,0,63640,3976,21699,158,9331,강북구,234701,5,31
85,86,2019,3,강서구,0.035774194,0.031129032,0.609677419,0.005387097,78.87096774,45.70967742,서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관,3,1119.97 ,505.35 ,732.55 ,1183.07 ,1140.47 ,891.40 ,841.80 ,1246.37 ,1114.67 ,490.85 ,914.82 ,1283.20 ,1109.79 ,970.70 ,1089.50 ,1950.59 ,37.54466973,126.8351791,20,0,0,1,0,173842,7783,18570,421,21691,강서구,826542,,
86,87,2019,3,공항대로,0.045451613,0.020064516,0.612903226,0.006258065,75.35483871,50.32258065,서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆,3,1119.97 ,505.35 ,732.55 ,1183.07 ,1140.47 ,891.40 ,841.80 ,1246.37 ,1114.67 ,490.85 ,914.82 ,1283.20 ,1109.79 ,970.70 ,1089.50 ,1950.59 ,37.55964945,126.8287913,9,1,0,1,0,173842,7783,18570,421,21691,강서구,826542,,
87,88,2019,3,관악구,0.033322581,0.033392857,0.496774194,0.00616129,75.12903226,49.19354839,서울 관악구 신림동길 14 신림동 주민센터,3,644.11 ,319.95 ,1148.15 ,1428.15 ,970.40 ,740.39 ,651.71 ,1111.59 ,651.44 ,317.15 ,1448.92 ,1196.67 ,827.08 ,786.48 ,842.10 ,1642.15 ,37.487396,126.9271139,20,0,0,1,0,103292,4792,24361,260,12624,관악구,406752,11,68.5
88,89,2019,3,광진구,0.034322581,0.024580645,0.812903226,0.004709677,67.41935484,45.61290323,서울 광진구 광나루로 571 구의 아리수정수센터,3,873.57 ,470.85 ,897.70 ,1046.52 ,957.06 ,929.91 ,779.06 ,1120.85 ,839.62 ,463.43 ,1113.18 ,1105.52 ,992.05 ,999.47 ,960.94 ,1714.89 ,37.54594731,127.0929507,40,0,1,1,0,83757,3458,18238,283,12504,광진구,443149,6,34
89,90,2019,3,구로구,0.029322581,0.028548387,0.396774194,0.005580645,71.38709677,43.64516129,서울 구로구 가마산로 27길 45 구로고등학교,3,973.86 ,431.77 ,704.70 ,1123.92 ,1176.45 ,948.58 ,858.96 ,1195.19 ,905.18 ,395.65 ,827.32 ,1063.28 ,987.60 ,939.58 ,1009.92 ,1719.54 ,37.49884008,126.8903092,10,0,0,1,0,120316,6354,15848,358,17704,구로구,477101,5,27.5
90,91,2019,3,금천구,0.037,0.027225806,0.587096774,0.004193548,66,41.96774194,서울 금천구 금하로21길 20 시흥5동 주민센터,3,610.69 ,295.94 ,529.07 ,826.14 ,785.79 ,732.11 ,693.10 ,904.73 ,620.51 ,310.79 ,572.41 ,764.55 ,681.66 ,787.25 ,823.57 ,1372.40 ,37.45233457,126.9080537,25,0,0,1,0,69262,4430,11480,158,13486,금천구,469419,10,59.5
91,92,2019,3,남산,0.027322581,0.035322581,0.887096774,0.005290323,62.77419355,39.83870968,서울 용산구 남산공원길 103 (서울타워 별관 2층),3,468.58 ,231.80 ,564.49 ,793.44 ,715.19 ,556.86 ,462.44 ,716.68 ,481.78 ,237.17 ,687.70 ,792.28 ,654.49 ,519.02 ,543.59 ,1229.91 ,37.5511821,126.9876498,260,0,1,0,0,67567,2542,16019,135,7073,용산구,764486,10,61.5
92,93,2019,3,노원구,0.033580645,0.025032258,0.629032258,0.004677419,66.61290323,45.19354839,서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소),3,1099.66 ,731.54 ,1037.61 ,800.40 ,1012.21 ,1069.78 ,931.35 ,1312.28 ,1038.91 ,678.70 ,1123.46 ,900.23 ,1135.02 ,1225.34 ,1160.20 ,2372.96 ,37.65748313,127.0678641,30,0,0,1,0,133918,5771,14866,351,13550,노원구,346657,12,57
93,94,2019,3,도봉구,0.023903226,0.032580645,0.6,0.005193548,64.32258065,42.4516129,서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집,3,810.15 ,447.79 ,700.00 ,668.31 ,773.31 ,771.14 ,797.21 ,1244.24 ,718.72 ,398.39 ,783.10 ,705.74 ,769.48 ,905.51 ,970.72 ,2005.57 ,37.6542176,127.0290801,67,0,1,0,0,82064,3884,14690,231,11060,도봉구,252935,7,32
94,95,2019,3,도산대로,0.038387097,0.020645161,0.880645161,0.004096774,74.58064516,48.48387097,서울 강남구 도산대로 104 신사역2번출구 앞,3,994.00 ,645.44 ,789.44 ,1225.20 ,1370.24 ,1075.62 ,788.44 ,1223.40 ,942.05 ,598.39 ,989.61 ,1286.64 ,1302.63 ,976.89 ,986.64 ,1788.42 ,37.51607746,127.0203412,24,1,0,1,0,211513,6281,16772,404,16428,강남구,3457856,15,100.5
95,96,2019,3,동대문구,0.032741935,0.030451613,0.606451613,0.004967742,63.48387097,43.35483871,서울 동대문구 천호대로13길 43 용두초등학교,3,846.73 ,425.88 ,1195.50 ,856.44 ,934.98 ,835.24 ,766.79 ,1270.15 ,756.10 ,381.58 ,1482.68 ,879.23 ,848.20 ,869.02 ,932.83 ,2082.65 ,37.57640498,127.028382,18,1,0,1,0,81064,3855,23608,171,13113,동대문구,436483,10,60.5
96,97,2019,3,동작구,0.035645161,0.031451613,0.548387097,0.003741935,68.58064516,46.61290323,서울 동작구 사당로16아길 6 사당4동 주민센터,3,923.33 ,434.95 ,1112.36 ,1115.72 ,1001.86 ,839.08 ,788.20 ,1295.62 ,934.27 ,424.28 ,1308.87 ,1101.84 ,1002.16 ,951.78 ,1023.23 ,2066.37 ,37.48097575,126.9716337,26,0,0,1,0,93597,3416,15046,380,8919,동작구,472049,8,65
97,98,2019,3,동작대로,0.052967742,0.016967742,0.683870968,0.004774194,77.09677419,45.03225806,서울 동작구 사당2동 739 이수역 북단 버스중앙차로,3,923.33 ,434.95 ,1112.36 ,1115.72 ,1001.86 ,839.08 ,788.20 ,1295.62 ,934.27 ,424.28 ,1308.87 ,1101.84 ,1002.16 ,951.78 ,1023.23 ,2066.37 ,37.48945977,126.9824745,12,1,0,1,0,93597,3416,15046,380,8919,동작구,472049,8,65
98,99,2019,3,북한산,0.017741935,0.035612903,0.693548387,0.003677419,59.67741935,40.19354839,서울 강북구 삼양로 181길 387 (우이령 전경대 위),3,784.20 ,432.41 ,746.42 ,755.42 ,875.90 ,858.72 ,783.22 ,1463.34 ,722.58 ,396.76 ,999.21 ,766.00 ,867.04 ,989.76 ,1025.03 ,2421.17 ,37.67901408,127.002294,114,0,1,0,0,63640,3976,21699,158,9331,강북구,234701,5,31
99,100,2019,3,서대문구,0.028677419,0.028870968,1.009677419,0.004741935,69.06451613,46.87096774,서울 서대문구 세검정로4길 32 (홍제3동 주민센터),3,874.88 ,425.25 ,1090.24 ,921.10 ,986.69 ,855.46 ,750.94 ,1223.80 ,843.30 ,416.04 ,1780.33 ,1055.70 ,963.04 ,941.55 ,920.38 ,1989.74 ,37.59376657,126.9496911,44,0,0,1,0,75126,3416,14891,317,8679,서대문구,399249,5,27
100,101,2019,3,서초구,0.033064516,0.028225806,0.412903226,0.004258065,71.61290323,48.09677419,서울 서초구 신반포로15길 16 반포 2동 주민센터,3,960.26 ,543.46 ,767.89 ,1032.83 ,1208.68 ,986.13 ,770.36 ,1233.34 ,1036.34 ,592.85 ,884.42 ,1115.51 ,1204.66 ,937.36 ,945.27 ,1836.79 ,37.50458542,126.9944717,10,0,0,1,0,159626,5135,12879,344,17066,서초구,2010972,10,76
101,102,2019,3,세곡,0.039733333,0.020766667,1.01,0.005966667,56.83333333,37.7,서울 강남구 밤고개로 337 (세곡사거리),3,994.00 ,645.44 ,789.44 ,1225.20 ,1370.24 ,1075.62 ,788.44 ,1223.40 ,942.05 ,598.39 ,989.61 ,1286.64 ,1302.63 ,976.89 ,986.64 ,1788.42 ,37.46408289,127.1090843,23,1,0,0,0,211513,6281,16772,404,16428,강남구,3457856,15,100.5
102,103,2019,3,송파구,0.039096774,0.026387097,0.616129032,0.00383871,67.22580645,41.48387097,서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동),3,1168.52 ,608.38 ,716.36 ,1069.28 ,1162.64 ,974.57 ,869.23 ,1142.84 ,1171.84 ,616.31 ,850.62 ,1194.31 ,1155.59 ,1066.92 ,1110.33 ,1762.54 ,37.50272901,127.0925211,14,1,0,1,0,206038,7266,19760,404,26850,송파구,1573934,11,65
103,104,2019,3,시흥대로,0.04683871,0.023387097,0.706451613,0.004903226,71.90322581,43.51612903,서울 금천구 독산동 996-9 한양수자인아파트 앞,3,610.69 ,295.94 ,529.07 ,826.14 ,785.79 ,732.11 ,693.10 ,904.73 ,620.51 ,310.79 ,572.41 ,764.55 ,681.66 ,787.25 ,823.57 ,1372.40 ,37.47496364,126.8986765,26,1,0,1,0,69262,4430,11480,158,13486,금천구,469419,10,59.5
104,105,2019,3,신촌로,0.05383871,0.018580645,0.829032258,0.004354839,73.87096774,49.16129032,서울 마포구 노고산동 57-62 (신촌역 7번 출구),3,887.14 ,505.14 ,1133.04 ,1172.64 ,1192.52 ,871.41 ,679.67 ,1044.06 ,887.98 ,501.73 ,1590.05 ,1331.28 ,1205.87 ,911.86 ,855.80 ,1803.16 ,37.55517177,126.9361424,18,1,0,1,0,101068,4325,17016,244,12162,마포구,793808,10,55.5
105,106,2019,3,양천구,0.037516129,0.027290323,0.641935484,0.004387097,79.38709677,47.12903226,서울 양천구 중앙로52길 56 신정4동 문화센터,3,992.99 ,657.28 ,591.89 ,693.54 ,916.01 ,853.38 ,709.44 ,939.53 ,923.68 ,612.24 ,656.45 ,780.26 ,976.44 ,929.94 ,852.33 ,1555.30 ,37.52597518,126.8566021,13,0,0,1,0,128981,5202,18567,553,15649,양천구,534297,10,53
106,107,2019,3,영등포구,0.037,0.021645161,0.577419355,0.004516129,75.67741935,53.12903226,서울 영등포구 당산로 123 영등포구청 (당산동3가),3,740.96 ,333.52 ,731.58 ,1216.60 ,1000.91 ,837.27 ,729.12 ,1087.65 ,740.43 ,313.70 ,923.45 ,1129.13 ,858.53 ,814.40 ,853.42 ,1628.71 ,37.52596316,126.8963671,8,1,1,1,0,117011,5357,16268,1163,19618,영등포구,1377273,10,52
107,108,2019,3,영등포로,0.05383871,0.018935484,0.796774194,0.005096774,71.22580645,41.29032258,서울 영등포구 영중로 37 (영등포시장사거리),3,740.96 ,333.52 ,731.58 ,1216.60 ,1000.91 ,837.27 ,729.12 ,1087.65 ,740.43 ,313.70 ,923.45 ,1129.13 ,858.53 ,814.40 ,853.42 ,1628.71 ,37.51948008,126.9047117,9,1,0,1,0,117011,5357,16268,1163,19618,영등포구,1377273,10,52
108,109,2019,3,용산구,0.039741935,0.025,0.590322581,0.003774194,59.03225806,44.48387097,서울 용산구 이태원로 224-19 (한남동) 한남로 복합문화센터,3,468.58 ,231.80 ,564.49 ,793.44 ,715.19 ,556.86 ,462.44 ,716.68 ,481.78 ,237.17 ,687.70 ,792.28 ,654.49 ,519.02 ,543.59 ,1229.91 ,37.53485709,127.0002687,49,0,0,1,0,67567,2542,16019,135,7073,용산구,764486,10,61.5
109,110,2019,3,은평구,0.029806452,0.032322581,0.793548387,0.005,70.25806452,41.4516129,서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 ),3,1125.65 ,631.02 ,766.30 ,910.10 ,1078.20 ,988.93 ,869.01 ,1457.93 ,1006.19 ,556.70 ,921.30 ,1024.26 ,1153.44 ,1110.20 ,1149.51 ,2460.15 ,37.60987179,126.9343249,33,1,1,0,0,111463,5344,20883,263,13405,은평구,394933,4,22
110,111,2019,3,정릉로,0.043612903,0.016451613,0.587096774,0.003419355,73.32258065,49.93548387,서울 성북구 돈암동 8-164번지,3,920.04 ,516.66 ,900.56 ,680.65 ,824.41 ,743.24 ,673.74 ,1098.68 ,826.22 ,453.33 ,1229.80 ,753.34 ,856.72 ,821.89 ,837.71 ,1882.62 ,37.60352172,127.0259508,34,1,0,1,0,100888,5248,26244,159,11098,성북구,460128,12,60
111,112,2019,3,종로,0.038387097,0.026451613,0.635483871,0.003935484,69.51612903,42.38709677,서울 종로구 종로 169 (종묘주차장 앞),3,287.54 ,165.31 ,595.91 ,504.91 ,506.96 ,487.21 ,421.99 ,653.51 ,281.73 ,166.28 ,666.16 ,457.14 ,434.71 ,466.73 ,455.50 ,1006.64 ,37.57091931,126.9965554,21,1,1,1,0,40992,3878,13100,183,5279,종로구,989810,5,31.5
112,113,2019,3,종로구,0.036741935,0.029,0.706451613,0.003645161,60.90322581,39.25806452,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",3,287.54 ,165.31 ,595.91 ,504.91 ,506.96 ,487.21 ,421.99 ,653.51 ,281.73 ,166.28 ,666.16 ,457.14 ,434.71 ,466.73 ,455.50 ,1006.64 ,37.57206117,127.0050313,20,0,0,1,0,40992,3878,13100,183,5279,종로구,989810,5,31.5
113,114,2019,3,중구,0.037,0.032290323,0.603225806,0.003870968,62.25806452,39.41935484,서울 중구 덕수궁길 15 시청서소문별관 3동,3,262.56 ,117.62 ,485.64 ,640.85 ,566.16 ,474.81 ,403.49 ,562.78 ,271.74 ,117.55 ,565.37 ,611.41 ,480.14 ,444.29 ,468.31 ,883.17 ,37.56455419,126.9756136,31,1,0,1,0,40996,3348,14609,219,7213,중구,1707929,6,31
114,115,2019,3,중랑구,0.02837931,0.027275862,0.509677419,0.006344828,59.83870968,42.83870968,서울 중랑구 용마산로 369 건강가정지원센터,3,825.83 ,407.36 ,689.31 ,843.85 ,851.82 ,891.05 ,822.77 ,1188.94 ,807.58 ,388.41 ,796.54 ,885.57 ,815.26 ,982.35 ,989.76 ,1949.99 ,37.58491272,127.0940363,37,1,0,1,0,93182,4878,24121,413,15552,중랑구,324915,12,57
115,116,2019,3,천호대로,0.048451613,0.022064516,0.648387097,0.003935484,73.61290323,41.25806452,서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞),3,1101.43 ,580.75 ,702.53 ,896.51 ,1030.54 ,944.70 ,905.32 ,1265.79 ,960.83 ,496.72 ,780.62 ,958.35 ,1044.47 ,1057.59 ,1152.39 ,1877.60 ,37.53415608,127.1393358,20,1,0,1,0,114802,4778,16283,293,15462,강동구,703426,6,41.5
116,117,2019,3,청계천로,0.042516129,0.024032258,0.732258065,0.004741935,64.80645161,45.77419355,서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞),3,262.56 ,117.62 ,485.64 ,640.85 ,566.16 ,474.81 ,403.49 ,562.78 ,271.74 ,117.55 ,565.37 ,611.41 ,480.14 ,444.29 ,468.31 ,883.17 ,37.56863811,126.9981855,19,1,0,1,0,40996,3348,14609,219,7213,중구,1707929,6,31
117,118,2019,3,한강대로,0.042516129,0.020483871,0.558064516,0.004612903,79.87096774,50.09677419,서울 용산구 한강대로 405 (서울역 앞),3,468.58 ,231.80 ,564.49 ,793.44 ,715.19 ,556.86 ,462.44 ,716.68 ,481.78 ,237.17 ,687.70 ,792.28 ,654.49 ,519.02 ,543.59 ,1229.91 ,37.5548376,126.9717326,26,1,0,1,0,67567,2542,16019,135,7073,용산구,764486,10,61.5
118,119,2019,3,행주,0.029096774,0.028129032,0.85483871,0.00516129,63.74193548,42.64516129,김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소),3,1438.00 ,1384.00 ,1457.00 ,1881.00 ,2398.00 ,2134.00 ,1729.00 ,1095.00 ,1299.00 ,1265.00 ,1385.00 ,1987.00 ,2250.00 ,2124.00 ,1721.00 ,1395.00 ,37.60908701,126.7863203,19,0,1,0,1,0,0,0,0,0,고촌읍,,,
